States and selected areas:  Employment status of the civilian noninstitutional population,;;;;;;;;;;
January 1976 to date, seasonally adjusted;;;;;;;;;;
;;;;;;;;;;
FIPS Code;State and area;Period;;Civilian non-institutional population;Civilian labor force;;;;;
15;Hawaii;1987;02;756 000   ;501 808   ;66,4   ;481 866   ;63,7   ;19 942   ;4,0   
16;Idaho;1987;02;710 000   ;469 640   ;66,1   ;431 226   ;60,7   ;38 414   ;8,2   
17;Illinois;1987;02;8 719 000   ;5 704 391   ;65,4   ;5 258 662   ;60,3   ;445 729   ;7,8   
18;Indiana;1987;02;4 144 000   ;2 754 579   ;66,5   ;2 570 195   ;62,0   ;184 384   ;6,7   
19;Iowa;1987;02;2 137 000   ;1 447 782   ;67,7   ;1 363 187   ;63,8   ;84 595   ;5,8   
20;Kansas;1987;02;1 826 000   ;1 254 388   ;68,7   ;1 190 230   ;65,2   ;64 158   ;5,1   
21;Kentucky;1987;02;2 769 000   ;1 696 788   ;61,3   ;1 539 760   ;55,6   ;157 028   ;9,3   
22;Louisiana;1987;02;3 208 000   ;1 958 125   ;61,0   ;1 708 713   ;53,3   ;249 412   ;12,7   
23;Maine;1987;02;892 000   ;572 464   ;64,2   ;545 727   ;61,2   ;26 737   ;4,7   
24;Maryland;1987;02;3 427 000   ;2 390 387   ;69,8   ;2 281 543   ;66,6   ;108 844   ;4,6   
25;Massachusetts;1987;02;4 578 000   ;3 082 625   ;67,3   ;2 971 673   ;64,9   ;110 952   ;3,6   
26;Michigan;1987;02;6 906 000   ;4 480 513   ;64,9   ;4 107 773   ;59,5   ;372 740   ;8,3   
27;Minnesota;1987;02;3 185 000   ;2 264 613   ;71,1   ;2 144 173   ;67,3   ;120 440   ;5,3   
28;Mississippi;1987;02;1 873 000   ;1 152 490   ;61,5   ;1 026 758   ;54,8   ;125 732   ;10,9   
29;Missouri;1987;02;3 851 000   ;2 568 057   ;66,7   ;2 402 010   ;62,4   ;166 047   ;6,5   
30;Montana;1987;02;598 000   ;400 568   ;67,0   ;370 177   ;61,9   ;30 391   ;7,6   
31;Nebraska;1987;02;1 181 000   ;807 984   ;68,4   ;770 454   ;65,2   ;37 530   ;4,6   
32;Nevada;1987;02;753 000   ;546 364   ;72,6   ;513 356   ;68,2   ;33 008   ;6,0   
33;New Hampshire;1987;02;795 000   ;573 492   ;72,1   ;560 671   ;70,5   ;12 821   ;2,2   
34;New Jersey;1987;02;5 985 000   ;3 935 786   ;65,8   ;3 769 893   ;63,0   ;165 893   ;4,2   
35;New Mexico;1987;02;1 068 000   ;674 904   ;63,2   ;612 647   ;57,4   ;62 257   ;9,2   
36;New York;1987;02;13 747 000   ;8 443 503   ;61,4   ;7 999 842   ;58,2   ;443 661   ;5,3   
51000;New York city;1987;02;5 822 900   ;3 237 638   ;55,6   ;3 037 473   ;52,2   ;200 165   ;6,2   
37;North Carolina;1987;02;4 777 000   ;3 233 354   ;67,7   ;3 072 439   ;64,3   ;160 915   ;5,0   
38;North Dakota;1987;02;485 000   ;330 321   ;68,1   ;312 999   ;64,5   ;17 322   ;5,2   
39;Ohio;1987;02;8 137 000   ;5 259 758   ;64,6   ;4 846 662   ;59,6   ;413 096   ;7,9   
40;Oklahoma;1987;02;2 410 000   ;1 574 681   ;65,3   ;1 451 183   ;60,2   ;123 498   ;7,8   
41;Oregon;1987;02;2 073 000   ;1 372 834   ;66,2   ;1 284 497   ;62,0   ;88 337   ;6,4   
42;Pennsylvania;1987;02;9 277 000   ;5 603 352   ;60,4   ;5 275 398   ;56,9   ;327 954   ;5,9   
44;Rhode Island;1987;02;759 000   ;513 949   ;67,7   ;494 435   ;65,1   ;19 514   ;3,8   
45;South Carolina;1987;02;2 480 000   ;1 616 157   ;65,2   ;1 515 742   ;61,1   ;100 415   ;6,2   
46;South Dakota;1987;02;514 000   ;351 516   ;68,4   ;336 500   ;65,5   ;15 016   ;4,3   
47;Tennessee;1987;02;3 660 000   ;2 325 341   ;63,5   ;2 155 482   ;58,9   ;169 859   ;7,3   
48;Texas;1987;02;11 996 000   ;8 248 301   ;68,8   ;7 515 113   ;62,6   ;733 188   ;8,9   
49;Utah;1987;02;1 083 000   ;758 012   ;70,0   ;707 167   ;65,3   ;50 845   ;6,7   
50;Vermont;1987;02;411 000   ;292 871   ;71,3   ;281 748   ;68,6   ;11 123   ;3,8   
51;Virginia;1987;02;4 359 000   ;2 973 373   ;68,2   ;2 831 540   ;65,0   ;141 833   ;4,8   
53;Washington;1987;02;3 372 000   ;2 222 487   ;65,9   ;2 047 619   ;60,7   ;174 868   ;7,9   
54;West Virginia;1987;02;1 452 000   ;746 244   ;51,4   ;663 714   ;45,7   ;82 530   ;11,1   
55;Wisconsin;1987;02;3 607 000   ;2 464 764   ;68,3   ;2 306 605   ;63,9   ;158 159   ;6,4   
56;Wyoming;1987;02;353 000   ;244 777   ;69,3   ;222 315   ;63,0   ;22 462   ;9,2   
01;Alabama;1987;03;3 027 000   ;1 867 060   ;61,7   ;1 704 066   ;56,3   ;162 994   ;8,7   
02;Alaska;1987;03;347 000   ;249 757   ;72,0   ;223 101   ;64,3   ;26 656   ;10,7   
04;Arizona;1987;03;2 488 000   ;1 601 894   ;64,4   ;1 493 626   ;60,0   ;108 268   ;6,8   
05;Arkansas;1987;03;1 773 000   ;1 078 863   ;60,8   ;989 465   ;55,8   ;89 398   ;8,3   
06;California;1987;03;20 389 000   ;13 631 173   ;66,9   ;12 793 105   ;62,7   ;838 068   ;6,1   
037;Los Angeles County;1987;03;6 333 500   ;4 197 726   ;66,3   ;3 930 719   ;62,1   ;267 007   ;6,4   
08;Colorado;1987;03;2 432 000   ;1 705 414   ;70,1   ;1 566 918   ;64,4   ;138 496   ;8,1   
09;Connecticut;1987;03;2 501 000   ;1 752 193   ;70,1   ;1 688 785   ;67,5   ;63 408   ;3,6   
10;Delaware;1987;03;487 000   ;330 822   ;67,9   ;320 481   ;65,8   ;10 341   ;3,1   
11;District of Columbia;1987;03;476 000   ;329 927   ;69,3   ;307 467   ;64,6   ;22 460   ;6,8   
12;Florida;1987;03;9 352 000   ;5 783 688   ;61,8   ;5 466 553   ;58,5   ;317 135   ;5,5   
13;Georgia;1987;03;4 524 000   ;3 037 785   ;67,1   ;2 865 939   ;63,3   ;171 846   ;5,7   
15;Hawaii;1987;03;757 000   ;504 291   ;66,6   ;484 266   ;64,0   ;20 025   ;4,0   
16;Idaho;1987;03;710 000   ;469 758   ;66,2   ;431 843   ;60,8   ;37 915   ;8,1   
17;Illinois;1987;03;8 724 000   ;5 718 115   ;65,5   ;5 271 571   ;60,4   ;446 544   ;7,8   
18;Indiana;1987;03;4 147 000   ;2 756 325   ;66,5   ;2 572 700   ;62,0   ;183 625   ;6,7   
19;Iowa;1987;03;2 137 000   ;1 449 061   ;67,8   ;1 365 733   ;63,9   ;83 328   ;5,8   
20;Kansas;1987;03;1 827 000   ;1 255 969   ;68,7   ;1 192 544   ;65,3   ;63 425   ;5,0   
21;Kentucky;1987;03;2 770 000   ;1 696 041   ;61,2   ;1 542 036   ;55,7   ;154 005   ;9,1   
22;Louisiana;1987;03;3 206 000   ;1 954 763   ;61,0   ;1 709 559   ;53,3   ;245 204   ;12,5   
23;Maine;1987;03;893 000   ;575 128   ;64,4   ;548 968   ;61,5   ;26 160   ;4,5   
24;Maryland;1987;03;3 432 000   ;2 393 361   ;69,7   ;2 286 279   ;66,6   ;107 082   ;4,5   
25;Massachusetts;1987;03;4 580 000   ;3 084 653   ;67,4   ;2 975 903   ;65,0   ;108 750   ;3,5   
26;Michigan;1987;03;6 913 000   ;4 492 918   ;65,0   ;4 118 173   ;59,6   ;374 745   ;8,3   
27;Minnesota;1987;03;3 187 000   ;2 269 933   ;71,2   ;2 149 085   ;67,4   ;120 848   ;5,3   
28;Mississippi;1987;03;1 874 000   ;1 150 909   ;61,4   ;1 028 535   ;54,9   ;122 374   ;10,6   
29;Missouri;1987;03;3 855 000   ;2 574 579   ;66,8   ;2 406 356   ;62,4   ;168 223   ;6,5   
30;Montana;1987;03;598 000   ;400 319   ;66,9   ;370 414   ;61,9   ;29 905   ;7,5   
31;Nebraska;1987;03;1 181 000   ;808 040   ;68,4   ;770 989   ;65,3   ;37 051   ;4,6   
32;Nevada;1987;03;755 000   ;548 395   ;72,6   ;515 094   ;68,2   ;33 301   ;6,1   
33;New Hampshire;1987;03;797 000   ;575 769   ;72,2   ;563 093   ;70,7   ;12 676   ;2,2   
34;New Jersey;1987;03;5 989 000   ;3 944 594   ;65,9   ;3 778 805   ;63,1   ;165 789   ;4,2   
35;New Mexico;1987;03;1 069 000   ;674 827   ;63,1   ;613 367   ;57,4   ;61 460   ;9,1   
36;New York;1987;03;13 751 000   ;8 447 195   ;61,4   ;8 014 696   ;58,3   ;432 499   ;5,1   
51000;New York city;1987;03;5 825 300   ;3 237 195   ;55,6   ;3 042 785   ;52,2   ;194 410   ;6,0   
37;North Carolina;1987;03;4 783 000   ;3 241 066   ;67,8   ;3 083 550   ;64,5   ;157 516   ;4,9   
38;North Dakota;1987;03;484 000   ;330 210   ;68,2   ;313 243   ;64,7   ;16 967   ;5,1   
39;Ohio;1987;03;8 143 000   ;5 261 141   ;64,6   ;4 855 148   ;59,6   ;405 993   ;7,7   
40;Oklahoma;1987;03;2 408 000   ;1 571 460   ;65,3   ;1 450 101   ;60,2   ;121 359   ;7,7   
41;Oregon;1987;03;2 075 000   ;1 374 540   ;66,2   ;1 287 726   ;62,1   ;86 814   ;6,3   
42;Pennsylvania;1987;03;9 282 000   ;5 614 406   ;60,5   ;5 290 540   ;57,0   ;323 866   ;5,8   
44;Rhode Island;1987;03;760 000   ;514 966   ;67,8   ;495 471   ;65,2   ;19 495   ;3,8   
45;South Carolina;1987;03;2 483 000   ;1 619 217   ;65,2   ;1 520 281   ;61,2   ;98 936   ;6,1   
46;South Dakota;1987;03;514 000   ;351 713   ;68,4   ;336 760   ;65,5   ;14 953   ;4,3   
47;Tennessee;1987;03;3 665 000   ;2 328 912   ;63,5   ;2 162 002   ;59,0   ;166 910   ;7,2   
48;Texas;1987;03;12 001 000   ;8 251 106   ;68,8   ;7 529 047   ;62,7   ;722 059   ;8,8   
49;Utah;1987;03;1 084 000   ;757 953   ;69,9   ;707 422   ;65,3   ;50 531   ;6,7   
50;Vermont;1987;03;411 000   ;293 187   ;71,3   ;282 340   ;68,7   ;10 847   ;3,7   
51;Virginia;1987;03;4 367 000   ;2 980 640   ;68,3   ;2 841 415   ;65,1   ;139 225   ;4,7   
53;Washington;1987;03;3 378 000   ;2 227 506   ;65,9   ;2 055 422   ;60,8   ;172 084   ;7,7   
54;West Virginia;1987;03;1 452 000   ;746 232   ;51,4   ;664 154   ;45,7   ;82 078   ;11,0   
55;Wisconsin;1987;03;3 609 000   ;2 470 881   ;68,5   ;2 315 586   ;64,2   ;155 295   ;6,3   
56;Wyoming;1987;03;352 000   ;243 558   ;69,2   ;221 803   ;63,0   ;21 755   ;8,9   
01;Alabama;1987;04;3 030 000   ;1 866 010   ;61,6   ;1 708 792   ;56,4   ;157 218   ;8,4   
02;Alaska;1987;04;346 000   ;249 060   ;72,0   ;222 667   ;64,4   ;26 393   ;10,6   
04;Arizona;1987;04;2 496 000   ;1 607 041   ;64,4   ;1 500 877   ;60,1   ;106 164   ;6,6   
05;Arkansas;1987;04;1 775 000   ;1 082 028   ;61,0   ;993 106   ;55,9   ;88 922   ;8,2   
06;California;1987;04;20 429 000   ;13 663 518   ;66,9   ;12 843 895   ;62,9   ;819 623   ;6,0   
037;Los Angeles County;1987;04;6 342 100   ;4 207 533   ;66,3   ;3 945 851   ;62,2   ;261 682   ;6,2   
08;Colorado;1987;04;2 434 000   ;1 702 816   ;70,0   ;1 567 436   ;64,4   ;135 380   ;8,0   
09;Connecticut;1987;04;2 502 000   ;1 751 731   ;70,0   ;1 690 290   ;67,6   ;61 441   ;3,5   
10;Delaware;1987;04;488 000   ;331 288   ;67,9   ;321 023   ;65,8   ;10 265   ;3,1   
11;District of Columbia;1987;04;475 000   ;330 819   ;69,6   ;309 041   ;65,1   ;21 778   ;6,6   
12;Florida;1987;04;9 375 000   ;5 806 469   ;61,9   ;5 492 981   ;58,6   ;313 488   ;5,4   
13;Georgia;1987;04;4 533 000   ;3 041 084   ;67,1   ;2 872 499   ;63,4   ;168 585   ;5,5   
15;Hawaii;1987;04;759 000   ;506 545   ;66,7   ;486 432   ;64,1   ;20 113   ;4,0   
16;Idaho;1987;04;710 000   ;470 188   ;66,2   ;432 835   ;61,0   ;37 353   ;7,9   
17;Illinois;1987;04;8 729 000   ;5 733 928   ;65,7   ;5 288 616   ;60,6   ;445 312   ;7,8   
18;Indiana;1987;04;4 151 000   ;2 758 217   ;66,4   ;2 576 026   ;62,1   ;182 191   ;6,6   
19;Iowa;1987;04;2 137 000   ;1 449 922   ;67,8   ;1 367 710   ;64,0   ;82 212   ;5,7   
20;Kansas;1987;04;1 829 000   ;1 258 018   ;68,8   ;1 195 384   ;65,4   ;62 634   ;5,0   
21;Kentucky;1987;04;2 772 000   ;1 694 711   ;61,1   ;1 544 420   ;55,7   ;150 291   ;8,9   
22;Louisiana;1987;04;3 203 000   ;1 952 009   ;60,9   ;1 710 846   ;53,4   ;241 163   ;12,4   
23;Maine;1987;04;894 000   ;578 210   ;64,7   ;552 463   ;61,8   ;25 747   ;4,5   
24;Maryland;1987;04;3 437 000   ;2 396 247   ;69,7   ;2 290 794   ;66,7   ;105 453   ;4,4   
25;Massachusetts;1987;04;4 582 000   ;3 086 410   ;67,4   ;2 980 370   ;65,0   ;106 040   ;3,4   
26;Michigan;1987;04;6 920 000   ;4 505 150   ;65,1   ;4 127 062   ;59,6   ;378 088   ;8,4   
27;Minnesota;1987;04;3 190 000   ;2 274 429   ;71,3   ;2 153 645   ;67,5   ;120 784   ;5,3   
28;Mississippi;1987;04;1 875 000   ;1 149 702   ;61,3   ;1 030 547   ;55,0   ;119 155   ;10,4   
29;Missouri;1987;04;3 859 000   ;2 580 867   ;66,9   ;2 411 616   ;62,5   ;169 251   ;6,6   
30;Montana;1987;04;598 000   ;400 116   ;66,9   ;370 554   ;62,0   ;29 562   ;7,4   
31;Nebraska;1987;04;1 181 000   ;808 442   ;68,5   ;771 660   ;65,3   ;36 782   ;4,5   
32;Nevada;1987;04;758 000   ;550 579   ;72,6   ;517 004   ;68,2   ;33 575   ;6,1   
33;New Hampshire;1987;04;799 000   ;578 069   ;72,3   ;565 418   ;70,8   ;12 651   ;2,2   
34;New Jersey;1987;04;5 994 000   ;3 954 198   ;66,0   ;3 788 007   ;63,2   ;166 191   ;4,2   
35;New Mexico;1987;04;1 070 000   ;674 829   ;63,1   ;614 243   ;57,4   ;60 586   ;9,0   
36;New York;1987;04;13 756 000   ;8 453 220   ;61,5   ;8 031 202   ;58,4   ;422 018   ;5,0   
51000;New York city;1987;04;5 827 800   ;3 237 379   ;55,6   ;3 048 542   ;52,3   ;188 837   ;5,8   
37;North Carolina;1987;04;4 790 000   ;3 249 016   ;67,8   ;3 094 828   ;64,6   ;154 188   ;4,7   
38;North Dakota;1987;04;484 000   ;330 184   ;68,2   ;313 530   ;64,8   ;16 654   ;5,0   
39;Ohio;1987;04;8 148 000   ;5 260 376   ;64,6   ;4 862 867   ;59,7   ;397 509   ;7,6   
40;Oklahoma;1987;04;2 406 000   ;1 567 673   ;65,2   ;1 449 053   ;60,2   ;118 620   ;7,6   
41;Oregon;1987;04;2 078 000   ;1 376 832   ;66,3   ;1 291 214   ;62,1   ;85 618   ;6,2   
42;Pennsylvania;1987;04;9 287 000   ;5 627 385   ;60,6   ;5 306 236   ;57,1   ;321 149   ;5,7   
44;Rhode Island;1987;04;761 000   ;516 114   ;67,8   ;496 616   ;65,3   ;19 498   ;3,8   
45;South Carolina;1987;04;2 487 000   ;1 620 542   ;65,2   ;1 524 512   ;61,3   ;96 030   ;5,9   
46;South Dakota;1987;04;514 000   ;351 917   ;68,5   ;336 977   ;65,6   ;14 940   ;4,2   
47;Tennessee;1987;04;3 670 000   ;2 332 584   ;63,6   ;2 168 640   ;59,1   ;163 944   ;7,0   
48;Texas;1987;04;12 006 000   ;8 256 519   ;68,8   ;7 544 050   ;62,8   ;712 469   ;8,6   
49;Utah;1987;04;1 085 000   ;757 391   ;69,8   ;707 550   ;65,2   ;49 841   ;6,6   
50;Vermont;1987;04;412 000   ;293 670   ;71,3   ;283 007   ;68,7   ;10 663   ;3,6   
51;Virginia;1987;04;4 376 000   ;2 987 931   ;68,3   ;2 851 944   ;65,2   ;135 987   ;4,6   
53;Washington;1987;04;3 383 000   ;2 233 905   ;66,0   ;2 064 955   ;61,0   ;168 950   ;7,6   
54;West Virginia;1987;04;1 451 000   ;746 261   ;51,4   ;664 613   ;45,8   ;81 648   ;10,9   
55;Wisconsin;1987;04;3 611 000   ;2 476 334   ;68,6   ;2 324 183   ;64,4   ;152 151   ;6,1   
56;Wyoming;1987;04;351 000   ;242 214   ;69,0   ;221 280   ;63,0   ;20 934   ;8,6   
01;Alabama;1987;05;3 033 000   ;1 865 893   ;61,5   ;1 713 872   ;56,5   ;152 021   ;8,1   
02;Alaska;1987;05;345 000   ;248 425   ;72,0   ;222 324   ;64,4   ;26 101   ;10,5   
04;Arizona;1987;05;2 503 000   ;1 612 060   ;64,4   ;1 507 857   ;60,2   ;104 203   ;6,5   
05;Arkansas;1987;05;1 776 000   ;1 085 875   ;61,1   ;997 253   ;56,2   ;88 622   ;8,2   
06;California;1987;05;20 468 000   ;13 694 397   ;66,9   ;12 892 730   ;63,0   ;801 667   ;5,9   
037;Los Angeles County;1987;05;6 350 700   ;4 216 893   ;66,4   ;3 961 403   ;62,4   ;255 490   ;6,1   
08;Colorado;1987;05;2 436 000   ;1 699 924   ;69,8   ;1 568 279   ;64,4   ;131 645   ;7,7   
09;Connecticut;1987;05;2 504 000   ;1 750 889   ;69,9   ;1 691 586   ;67,6   ;59 303   ;3,4   
10;Delaware;1987;05;489 000   ;331 564   ;67,8   ;321 402   ;65,7   ;10 162   ;3,1   
11;District of Columbia;1987;05;475 000   ;331 393   ;69,8   ;310 146   ;65,3   ;21 247   ;6,4   
12;Florida;1987;05;9 397 000   ;5 829 436   ;62,0   ;5 519 464   ;58,7   ;309 972   ;5,3   
13;Georgia;1987;05;4 543 000   ;3 045 771   ;67,0   ;2 879 325   ;63,4   ;166 446   ;5,5   
15;Hawaii;1987;05;760 000   ;508 514   ;66,9   ;488 382   ;64,3   ;20 132   ;4,0   
16;Idaho;1987;05;711 000   ;470 782   ;66,2   ;434 022   ;61,0   ;36 760   ;7,8   
17;Illinois;1987;05;8 735 000   ;5 748 805   ;65,8   ;5 307 857   ;60,8   ;440 948   ;7,7   
18;Indiana;1987;05;4 154 000   ;2 759 439   ;66,4   ;2 579 510   ;62,1   ;179 929   ;6,5   
19;Iowa;1987;05;2 137 000   ;1 450 528   ;67,9   ;1 369 214   ;64,1   ;81 314   ;5,6   
20;Kansas;1987;05;1 830 000   ;1 260 374   ;68,9   ;1 198 543   ;65,5   ;61 831   ;4,9   
21;Kentucky;1987;05;2 773 000   ;1 692 667   ;61,0   ;1 546 565   ;55,8   ;146 102   ;8,6   
22;Louisiana;1987;05;3 200 000   ;1 949 705   ;60,9   ;1 712 203   ;53,5   ;237 502   ;12,2   
23;Maine;1987;05;896 000   ;581 622   ;64,9   ;556 072   ;62,1   ;25 550   ;4,4   
24;Maryland;1987;05;3 442 000   ;2 399 284   ;69,7   ;2 295 266   ;66,7   ;104 018   ;4,3   
25;Massachusetts;1987;05;4 584 000   ;3 087 890   ;67,4   ;2 985 087   ;65,1   ;102 803   ;3,3   
26;Michigan;1987;05;6 926 000   ;4 515 436   ;65,2   ;4 134 986   ;59,7   ;380 450   ;8,4   
27;Minnesota;1987;05;3 193 000   ;2 277 845   ;71,3   ;2 157 685   ;67,6   ;120 160   ;5,3   
28;Mississippi;1987;05;1 876 000   ;1 148 973   ;61,2   ;1 032 549   ;55,0   ;116 424   ;10,1   
29;Missouri;1987;05;3 862 000   ;2 585 891   ;67,0   ;2 417 322   ;62,6   ;168 569   ;6,5   
30;Montana;1987;05;598 000   ;400 051   ;66,9   ;370 640   ;62,0   ;29 411   ;7,4   
31;Nebraska;1987;05;1 181 000   ;809 144   ;68,5   ;772 464   ;65,4   ;36 680   ;4,5   
32;Nevada;1987;05;760 000   ;552 882   ;72,7   ;519 056   ;68,3   ;33 826   ;6,1   
33;New Hampshire;1987;05;801 000   ;580 311   ;72,4   ;567 497   ;70,8   ;12 814   ;2,2   
34;New Jersey;1987;05;5 998 000   ;3 963 004   ;66,1   ;3 796 703   ;63,3   ;166 301   ;4,2   
35;New Mexico;1987;05;1 072 000   ;674 973   ;63,0   ;615 293   ;57,4   ;59 680   ;8,8   
36;New York;1987;05;13 760 000   ;8 461 149   ;61,5   ;8 048 381   ;58,5   ;412 768   ;4,9   
51000;New York city;1987;05;5 830 200   ;3 237 886   ;55,5   ;3 054 169   ;52,4   ;183 717   ;5,7   
37;North Carolina;1987;05;4 797 000   ;3 256 961   ;67,9   ;3 106 065   ;64,8   ;150 896   ;4,6   
38;North Dakota;1987;05;484 000   ;330 295   ;68,2   ;313 863   ;64,8   ;16 432   ;5,0   
39;Ohio;1987;05;8 154 000   ;5 257 366   ;64,5   ;4 870 027   ;59,7   ;387 339   ;7,4   
40;Oklahoma;1987;05;2 404 000   ;1 563 598   ;65,0   ;1 448 052   ;60,2   ;115 546   ;7,4   
41;Oregon;1987;05;2 080 000   ;1 380 160   ;66,4   ;1 295 155   ;62,3   ;85 005   ;6,2   
42;Pennsylvania;1987;05;9 292 000   ;5 641 052   ;60,7   ;5 321 707   ;57,3   ;319 345   ;5,7   
44;Rhode Island;1987;05;762 000   ;517 207   ;67,9   ;497 761   ;65,3   ;19 446   ;3,8   
45;South Carolina;1987;05;2 491 000   ;1 620 510   ;65,1   ;1 528 375   ;61,4   ;92 135   ;5,7   
46;South Dakota;1987;05;515 000   ;352 167   ;68,4   ;337 227   ;65,5   ;14 940   ;4,2   
47;Tennessee;1987;05;3 675 000   ;2 335 565   ;63,6   ;2 175 109   ;59,2   ;160 456   ;6,9   
48;Texas;1987;05;12 011 000   ;8 263 718   ;68,8   ;7 559 154   ;62,9   ;704 564   ;8,5   
49;Utah;1987;05;1 086 000   ;756 360   ;69,6   ;707 515   ;65,1   ;48 845   ;6,5   
50;Vermont;1987;05;412 000   ;294 348   ;71,4   ;283 760   ;68,9   ;10 588   ;3,6   
51;Virginia;1987;05;4 384 000   ;2 994 786   ;68,3   ;2 862 637   ;65,3   ;132 149   ;4,4   
53;Washington;1987;05;3 389 000   ;2 241 950   ;66,2   ;2 075 922   ;61,3   ;166 028   ;7,4   
54;West Virginia;1987;05;1 451 000   ;746 304   ;51,4   ;665 095   ;45,8   ;81 209   ;10,9   
55;Wisconsin;1987;05;3 614 000   ;2 480 973   ;68,6   ;2 332 016   ;64,5   ;148 957   ;6,0   
56;Wyoming;1987;05;350 000   ;240 930   ;68,8   ;220 841   ;63,1   ;20 089   ;8,3   
01;Alabama;1987;06;3 036 000   ;1 866 624   ;61,5   ;1 718 838   ;56,6   ;147 786   ;7,9   
02;Alaska;1987;06;345 000   ;247 922   ;71,9   ;222 125   ;64,4   ;25 797   ;10,4   
04;Arizona;1987;06;2 511 000   ;1 616 703   ;64,4   ;1 514 089   ;60,3   ;102 614   ;6,3   
05;Arkansas;1987;06;1 778 000   ;1 090 060   ;61,3   ;1 001 625   ;56,3   ;88 435   ;8,1   
06;California;1987;06;20 508 000   ;13 724 674   ;66,9   ;12 937 779   ;63,1   ;786 895   ;5,7   
037;Los Angeles County;1987;06;6 359 300   ;4 226 176   ;66,5   ;3 976 675   ;62,5   ;249 501   ;5,9   
08;Colorado;1987;06;2 437 000   ;1 697 373   ;69,7   ;1 569 583   ;64,4   ;127 790   ;7,5   
09;Connecticut;1987;06;2 505 000   ;1 750 085   ;69,9   ;1 692 565   ;67,6   ;57 520   ;3,3   
10;Delaware;1987;06;490 000   ;331 806   ;67,7   ;321 771   ;65,7   ;10 035   ;3,0   
11;District of Columbia;1987;06;474 000   ;331 542   ;69,9   ;310 683   ;65,5   ;20 859   ;6,3   
12;Florida;1987;06;9 419 000   ;5 851 628   ;62,1   ;5 544 714   ;58,9   ;306 914   ;5,2   
13;Georgia;1987;06;4 552 000   ;3 052 138   ;67,1   ;2 886 071   ;63,4   ;166 067   ;5,4   
15;Hawaii;1987;06;762 000   ;510 318   ;67,0   ;490 263   ;64,3   ;20 055   ;3,9   
16;Idaho;1987;06;711 000   ;471 343   ;66,3   ;435 194   ;61,2   ;36 149   ;7,7   
17;Illinois;1987;06;8 740 000   ;5 761 512   ;65,9   ;5 327 448   ;61,0   ;434 064   ;7,5   
18;Indiana;1987;06;4 158 000   ;2 759 516   ;66,4   ;2 582 590   ;62,1   ;176 926   ;6,4   
19;Iowa;1987;06;2 137 000   ;1 451 152   ;67,9   ;1 370 474   ;64,1   ;80 678   ;5,6   
20;Kansas;1987;06;1 831 000   ;1 262 784   ;69,0   ;1 201 659   ;65,6   ;61 125   ;4,8   
21;Kentucky;1987;06;2 774 000   ;1 690 261   ;60,9   ;1 548 318   ;55,8   ;141 943   ;8,4   
22;Louisiana;1987;06;3 198 000   ;1 947 816   ;60,9   ;1 713 254   ;53,6   ;234 562   ;12,0   
23;Maine;1987;06;897 000   ;585 118   ;65,2   ;559 571   ;62,4   ;25 547   ;4,4   
24;Maryland;1987;06;3 447 000   ;2 402 774   ;69,7   ;2 299 839   ;66,7   ;102 935   ;4,3   
25;Massachusetts;1987;06;4 586 000   ;3 089 409   ;67,4   ;2 990 072   ;65,2   ;99 337   ;3,2   
26;Michigan;1987;06;6 933 000   ;4 522 235   ;65,2   ;4 141 561   ;59,7   ;380 674   ;8,4   
27;Minnesota;1987;06;3 195 000   ;2 280 672   ;71,4   ;2 161 419   ;67,7   ;119 253   ;5,2   
28;Mississippi;1987;06;1 877 000   ;1 148 704   ;61,2   ;1 034 382   ;55,1   ;114 322   ;10,0   
29;Missouri;1987;06;3 866 000   ;2 589 334   ;67,0   ;2 422 620   ;62,7   ;166 714   ;6,4   
30;Montana;1987;06;597 000   ;400 185   ;67,0   ;370 726   ;62,1   ;29 459   ;7,4   
31;Nebraska;1987;06;1 181 000   ;809 956   ;68,6   ;773 374   ;65,5   ;36 582   ;4,5   
32;Nevada;1987;06;763 000   ;555 200   ;72,8   ;521 152   ;68,3   ;34 048   ;6,1   
33;New Hampshire;1987;06;803 000   ;582 459   ;72,5   ;569 266   ;70,9   ;13 193   ;2,3   
34;New Jersey;1987;06;6 002 000   ;3 969 545   ;66,1   ;3 803 891   ;63,4   ;165 654   ;4,2   
35;New Mexico;1987;06;1 073 000   ;675 225   ;62,9   ;616 414   ;57,4   ;58 811   ;8,7   
36;New York;1987;06;13 765 000   ;8 471 192   ;61,5   ;8 064 923   ;58,6   ;406 269   ;4,8   
51000;New York city;1987;06;5 832 700   ;3 239 288   ;55,5   ;3 059 213   ;52,4   ;180 075   ;5,6   
37;North Carolina;1987;06;4 803 000   ;3 264 822   ;68,0   ;3 117 121   ;64,9   ;147 701   ;4,5   
38;North Dakota;1987;06;483 000   ;330 555   ;68,4   ;314 232   ;65,1   ;16 323   ;4,9   
39;Ohio;1987;06;8 159 000   ;5 253 495   ;64,4   ;4 877 266   ;59,8   ;376 229   ;7,2   
40;Oklahoma;1987;06;2 401 000   ;1 559 562   ;65,0   ;1 446 973   ;60,3   ;112 589   ;7,2   
41;Oregon;1987;06;2 082 000   ;1 384 757   ;66,5   ;1 299 680   ;62,4   ;85 077   ;6,1   
42;Pennsylvania;1987;06;9 296 000   ;5 655 133   ;60,8   ;5 336 846   ;57,4   ;318 287   ;5,6   
